Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date,is_exited,,,,,,,,,,,
Genesis Xiong,System Administrator,IT,Research & Development,Female,Asian,51,25-02-2012,"$64,170.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Lucas Ramos,Sr. Business Partner,Human Resources,Speciality Products,Male,Latino,56,21-01-1998,"$72,303.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Santiago f Gonzalez,Manager,Sales,Research & Development,Male,Latino,36,26-07-2012,"$1,05,891",7%,United States,Seattle,,NO,,,,,,,,,,,
Henry Zhu,Vice President,Marketing,Speciality Products,Male,Asian,38,25-08-2021,"$2,55,230",36%,United States,Austin,,NO,,,,,,,,,,,
Emily Contreras,Analyst II,Sales,Manufacturing,Female,Latino,56,15-06-1992,"$59,591.00",0%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Hailey Lai,Vice President,Human Resources,Manufacturing,Female,Asian,52,23-07-2012,"$1,87,048",32%,China,Chengdu,,NO,,,,,,,,,,,
Vivian Guzman,Analyst II,Finance,Speciality Products,Female,Latino,53,02-09-2002,"$58,605.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Hadley Contreras,Director,Engineering,Corporate,Female,Latino,60,01-04-2017,"$1,78,502",20%,United States,Austin,,NO,,,,,,,,,,,
Nathan Sun,Manager,Accounting,Speciality Products,Male,Asian,63,29-07-2015,"$1,03,724",5%,China,Shanghai,,NO,,,,,,,,,,,
Grace Campos,Director,Engineering,Research & Development,Female,Latino,37,21-03-2008,"$1,56,277",22%,Brazil,Manaus,,NO,,,,,,,,,,,
Autumn Ortiz,Field Engineer,Engineering,Research & Development,Female,Latino,30,17-12-2017,"$87,744.00",0%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Connor Walker,Analyst II,Finance,Manufacturing,Male,Caucasian,30,18-03-2019,"$54,714.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Mia Wu,Enterprise Architect,IT,Corporate,Female,Asian,45,25-08-2013,"$99,169.00",0%,China,Beijing,,NO,,,,,,,,,,,
Julia Luong,Sr. Manger,Accounting,Research & Development,Female,Asian,55,20-06-2006,"$1,42,628",12%,China,Chongqing,,NO,,,,,,,,,,,
Eleanor Delgado,Sr. Analyst,Marketing,Manufacturing,Female,Latino,33,27-04-2014,"$75,869.00",0%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Addison Roberts,Network Architect,IT,Manufacturing,Female,Caucasian,65,14-05-2018,"$60,985.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Camila Li,Sr. Manger,IT,Research & Development,Female,Asian,60,24-07-2010,"$1,26,911",10%,China,Shanghai,,NO,,,,,,,,,,,
Ezekiel Fong,Vice President,Sales,Research & Development,Male,Asian,56,25-02-2004,"$2,16,949",32%,China,Shanghai,,NO,,,,,,,,,,,
Dylan Thao,Director,Engineering,Manufacturing,Male,Asian,53,22-10-2012,"$1,68,510",29%,United States,Seattle,,NO,,,,,,,,,,,
Josephine Salazar,Field Engineer,Engineering,Speciality Products,Female,Latino,36,14-03-2016,"$85,870.00",0%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Genesis Hu,Sr. Analyst,Marketing,Corporate,Female,Asian,46,15-01-2002,"$86,510.00",0%,China,Beijing,01-02-2003, YES,,,,,,,,,,,
Mila Juarez,Manager,Sales,Speciality Products,Female,Latino,38,21-09-2017,"$1,19,647",9%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Daniel Perry,Enterprise Architect,IT,Research & Development,Male,Caucasian,62,15-04-2001,"$80,921.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Paisley Hunter,Engineering Manager,Engineering,Research & Development,Female,Caucasian,61,15-01-2010,"$98,110.00",13%,United States,Chicago,,NO,,,,,,,,,,,
Everleigh White,Network Architect,IT,Speciality Products,Female,Caucasian,59,20-10-2017,"$86,831.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Penelope Choi,Technical Architect,IT,Speciality Products,Female,Asian,49,09-10-2010,"$72,826.00",0%,China,Beijing,,NO,,,,,,,,,,,
Piper Sun,Director,Marketing,Manufacturing,Female,Asian,64,14-02-2011,"$1,71,217",19%,United States,Seattle,,NO,,,,,,,,,,,
Lucy Johnson,Manager,IT,Research & Development,Female,Caucasian,57,27-04-2020,"$1,03,058",7%,United States,Columbus,,NO,,,,,,,,,,,
Ian Ngo,Manager,Sales,Speciality Products,Male,Asian,52,08-07-2014,"$1,17,062",7%,United States,Phoenix,,NO,,,,,,,,,,,
Joseph Vazquez,Sr. Manger,Accounting,Speciality Products,Male,Latino,40,23-01-2019,"$1,59,031",10%,United States,Miami,,NO,,,,,,,,,,,
Hadley Guerrero,Sr. Manger,IT,Research & Development,Female,Latino,49,14-01-2004,"$1,25,086",10%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Jose Brown,System Administrator,IT,Speciality Products,Male,Caucasian,43,04-07-2016,"$67,976.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Benjamin Ford,Analyst II,Finance,Speciality Products,Male,Caucasian,31,22-04-2021,"$74,215.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Henry Shah,Director,Accounting,Manufacturing,Male,Asian,55,06-11-2010,"$1,87,389",25%,China,Chengdu,,NO,,,,,,,,,,,
Ivy Daniels,Sr. Manger,Human Resources,Speciality Products,Female,Caucasian,41,26-10-2008,"$1,31,841",13%,United States,Columbus,,NO,,,,,,,,,,,
Thomas Chang,Sr. Analyst,Accounting,Research & Development,Male,Asian,34,26-07-2011,"$97,231.00",0%,China,Beijing,,NO,,,,,,,,,,,
Caroline Phan,Sr. Manger,Finance,Corporate,Female,Asian,41,14-03-2004,"$1,55,004",12%,United States,Austin,,NO,,,,,,,,,,,
Maverick Mehta,Systems Analyst,IT,Manufacturing,Male,Asian,40,30-07-2007,"$41,859.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Austin Edwards,IT Coordinator,IT,Manufacturing,Male,Black,42,24-09-2006,"$52,733.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Daniel Huang,Vice President,Human Resources,Corporate,Male,Asian,31,09-03-2015,"$2,50,953",34%,United States,Columbus,,NO,,,,,,,,,,,
Lucas Phan,Director,Marketing,Research & Development,Male,Asian,49,19-02-1999,"$1,91,807",21%,China,Chongqing,,NO,,,,,,,,,,,
Gabriel Yu,Technical Architect,IT,Speciality Products,Male,Asian,42,23-06-2014,"$64,677.00",0%,China,Chongqing,,NO,,,,,,,,,,,
Mason Watson,Sr. Manger,IT,Corporate,Male,Caucasian,46,14-09-2004,"$1,30,274",11%,United States,Chicago,,NO,,,,,,,,,,,
Angel Chang,Network Architect,IT,Research & Development,Male,Asian,37,07-06-2017,"$96,331.00",0%,China,Shanghai,,NO,,,,,,,,,,,
Madeline Coleman,Sr. Manger,Finance,Research & Development,Female,Caucasian,51,28-04-2006,"$1,50,758",13%,United States,Chicago,16-08-2007, YES,,,,,,,,,,,
Thomas Vazquez,Director,Engineering,Corporate,Male,Latino,46,19-07-2014,"$1,73,629",21%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Silas Hunter,Solutions Architect,IT,Corporate,Male,Black,55,05-04-1998,"$62,174.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Nicholas Brooks,Analyst II,Accounting,Manufacturing,Male,Caucasian,43,20-10-2017,"$56,555.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Dominic Thomas,Analyst II,Marketing,Manufacturing,Male,Caucasian,48,28-09-2005,"$74,655.00",0%,United States,Austin,,NO,,,,,,,,,,,
Wesley Adams,System Administrator,IT,Corporate,Male,Caucasian,48,08-11-2003,"$93,017.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Ian Wu,Sr. Analyst,Marketing,Manufacturing,Male,Asian,51,14-04-2012,"$82,300.00",0%,China,Chengdu,,NO,,,,,,,,,,,
Alice Young,Automation Engineer,Engineering,Research & Development,Female,Caucasian,46,24-01-2008,"$91,621.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Logan Carrillo,Sr. Analyst,Marketing,Research & Development,Male,Latino,33,30-11-2014,"$91,280.00",0%,United States,Miami,,NO,,,,,,,,,,,
Caroline Alexander,Business Partner,Human Resources,Manufacturing,Female,Black,42,18-09-2020,"$47,071.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Serenity Bailey,IT Systems Architect,IT,Manufacturing,Female,Caucasian,55,21-11-2011,"$81,218.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Elena Tan,Vice President,Engineering,Manufacturing,Female,Asian,50,13-10-2008,"$1,81,801",40%,China,Chongqing,12-11-2019, YES,,,,,,,,,,,
Eliza Adams,Account Representative,Sales,Manufacturing,Female,Caucasian,26,21-11-2021,"$63,137.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Alice Xiong,Vice President,Engineering,Manufacturing,Female,Asian,55,09-02-2018,"$2,21,465",34%,China,Chengdu,,NO,,,,,,,,,,,
Isla Yoon,Quality Engineer,Engineering,Research & Development,Female,Asian,50,05-10-2013,"$79,388.00",0%,United States,Austin,08-04-2019, YES,,,,,,,,,,,
Emma Perry,Solutions Architect,IT,Manufacturing,Female,Caucasian,28,22-01-2018,"$68,176.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Riley Marquez,Sr. Manger,Finance,Research & Development,Female,Latino,39,18-10-2019,"$1,22,829",11%,United States,Chicago,,NO,,,,,,,,,,,
Caroline Hu,Sr. Manger,Marketing,Speciality Products,Female,Asian,31,18-08-2019,"$1,26,353",12%,China,Shanghai,,NO,,,,,,,,,,,
Madison Kumar,Director,Accounting,Speciality Products,Female,Asian,55,17-10-2010,"$1,88,727",23%,China,Chengdu,,NO,,,,,,,,,,,
Matthew Lim,Sr. Analyst,Sales,Research & Development,Male,Asian,52,18-02-1994,"$99,624.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Maya Ngo,Manager,Sales,Speciality Products,Female,Asian,55,20-10-2012,"$1,08,686",6%,United States,Columbus,,NO,,,,,,,,,,,
Alice Soto,Analyst,Accounting,Corporate,Female,Latino,56,13-04-1995,"$50,857.00",0%,Brazil,Manaus,,NO,,,,,,,,,,,
Andrew Moore,Operations Engineer,Engineering,Manufacturing,Male,Caucasian,47,01-02-2001,"$1,20,628",0%,United States,Chicago,,NO,,,,,,,,,,,
Olivia Harris,Director,Sales,Speciality Products,Female,Caucasian,63,14-06-2020,"$1,81,216",27%,United States,Columbus,,NO,,,,,,,,,,,
Genesis Banks,Analyst,Finance,Corporate,Female,Caucasian,63,16-03-2012,"$46,081.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Victoria Johnson,Sr. Manger,Accounting,Corporate,Female,Caucasian,55,28-05-2004,"$1,59,885",12%,United States,Columbus,,NO,,,,,,,,,,,
Eloise Griffin,Director,Sales,Manufacturing,Female,Caucasian,55,29-10-1995,"$1,53,271",15%,United States,Austin,,NO,,,,,,,,,,,
Roman Yang,Manager,Human Resources,Manufacturing,Male,Asian,42,12-12-2009,"$1,14,242",8%,United States,Phoenix,,NO,,,,,,,,,,,
Clara Huynh,IT Coordinator,IT,Speciality Products,Female,Asian,39,18-11-2020,"$48,415.00",0%,China,Shanghai,,NO,,,,,,,,,,,
Kai Flores,Development Engineer,Engineering,Manufacturing,Male,Latino,35,23-05-2017,"$65,566.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Jaxson Dinh,Sr. Manger,Marketing,Research & Development,Male,Asian,45,05-03-2001,"$1,47,752",12%,China,Shanghai,26-12-2011, YES,,,,,,,,,,,
Sophie Vang,Sr. Manger,Marketing,Manufacturing,Female,Asian,25,14-09-2021,"$1,36,810",14%,China,Chongqing,,NO,,,,,,,,,,,
Axel Jordan,Analyst,Sales,Corporate,Male,Caucasian,47,28-02-2013,"$54,635.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Jade Hunter,Cloud Infrastructure Architect,IT,Corporate,Female,Caucasian,42,02-05-2020,"$96,636.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Lydia Williams,System Administrator,IT,Manufacturing,Female,Black,35,29-10-2014,"$91,592.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Emery Chang,Business Partner,Human Resources,Research & Development,Female,Asian,45,17-08-2000,"$55,563.00",0%,China,Chengdu,,NO,,,,,,,,,,,
Savannah He,Director,IT,Research & Development,Female,Asian,52,14-02-1996,"$1,59,724",23%,China,Beijing,,NO,,,,,,,,,,,
Elias Ahmed,Vice President,Marketing,Corporate,Male,Asian,57,08-04-2017,"$1,83,190",36%,United States,Chicago,,NO,,,,,,,,,,,
Samantha Woods,Analyst,Accounting,Speciality Products,Female,Caucasian,56,25-12-2019,"$54,829.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Axel Soto,Quality Engineer,Engineering,Corporate,Male,Latino,46,22-04-2005,"$96,639.00",0%,Brazil,Rio de Janerio,,NO,,,,,,,,,,,
Amelia Choi,Manager,Marketing,Speciality Products,Female,Asian,43,06-11-2006,"$1,17,278",9%,United States,Miami,,NO,,,,,,,,,,,
Jacob Khan,Computer Systems Manager,IT,Speciality Products,Male,Asian,53,02-09-2008,"$84,193.00",9%,China,Shanghai,,NO,,,,,,,,,,,
Luna Taylor,Network Administrator,IT,Manufacturing,Female,Caucasian,47,28-07-2018,"$87,806.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Dominic Parker,Test Engineer,Engineering,Research & Development,Male,Caucasian,62,10-04-2011,"$63,959.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Angel Xiong,Vice President,IT,Research & Development,Male,Asian,35,06-11-2015,"$2,34,723",36%,China,Shanghai,,NO,,,,,,,,,,,
Emma Cao,Analyst,Accounting,Corporate,Female,Asian,27,24-08-2019,"$50,809.00",0%,China,Chongqing,,NO,,,,,,,,,,,
Ezekiel Bryant,Sr. Analyst,Finance,Manufacturing,Male,Caucasian,55,19-07-2002,"$77,396.00",0%,United States,Miami,,NO,,,,,,,,,,,
Natalie Hwang,Sr. Analyst,Finance,Speciality Products,Female,Asian,63,31-12-1999,"$89,523.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Adeline Yang,Cloud Infrastructure Architect,IT,Corporate,Female,Asian,53,20-07-2011,"$86,173.00",0%,China,Chongqing,,NO,,,,,,,,,,,
Allison Roberts,Vice President,Sales,Manufacturing,Female,Black,54,19-08-2000,"$2,22,224",38%,United States,Columbus,,NO,,,,,,,,,,,
Andrew Do,Sr. Manger,Finance,Research & Development,Male,Asian,43,17-04-2021,"$1,46,140",15%,United States,Seattle,,NO,,,,,,,,,,,
Eliana Grant,Engineering Manager,Engineering,Speciality Products,Female,Caucasian,64,20-06-1994,"$1,09,456",10%,United States,Chicago,,NO,,,,,,,,,,,
Mila Soto,Director,Finance,Research & Development,Female,Latino,65,10-07-2008,"$1,70,221",15%,Brazil,Manaus,,NO,,,,,,,,,,,
Gabriella Johnson,Computer Systems Manager,IT,Research & Development,Female,Caucasian,42,03-01-2006,"$97,433.00",5%,United States,Seattle,08-08-2015, YES,,,,,,,,,,,
Jonathan Khan,Account Representative,Sales,Manufacturing,Male,Asian,35,30-08-2013,"$59,646.00",0%,China,Shanghai,,NO,,,,,,,,,,,
Elias Dang,Director,Engineering,Speciality Products,Male,Asian,64,29-08-1995,"$1,58,787",18%,China,Chengdu,,NO,,,,,,,,,,,
Theodore Ngo,Controls Engineer,Engineering,Research & Development,Male,Asian,55,29-04-2018,"$83,378.00",0%,China,Beijing,,NO,,,,,,,,,,,
Bella Lopez,Sr. Analyst,Marketing,Corporate,Female,Latino,32,11-12-2013,"$88,895.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Luca Truong,Director,Marketing,Corporate,Male,Asian,45,12-11-2004,"$1,68,846",24%,China,Chongqing,,NO,,,,,,,,,,,
Nathan Lau,Business Partner,Human Resources,Research & Development,Male,Asian,35,22-02-2011,"$43,336.00",0%,United States,Austin,07-12-2020, YES,,,,,,,,,,,
Henry Campos,Sr. Manger,Human Resources,Corporate,Male,Latino,38,27-09-2009,"$1,27,801",15%,United States,Phoenix,,NO,,,,,,,,,,,
Connor Bell,Network Administrator,IT,Corporate,Male,Black,54,04-01-2000,"$76,352.00",0%,United States,Austin,,NO,,,,,,,,,,,
Angel Stewart,Vice President,Finance,Corporate,Male,Caucasian,28,22-06-2019,"$2,50,767",38%,United States,Seattle,,NO,,,,,,,,,,,
Landon Brown,Vice President,Marketing,Corporate,Male,Caucasian,26,27-09-2020,"$2,23,055",30%,United States,Columbus,,NO,,,,,,,,,,,
Nicholas Rivera,Director,Engineering,Corporate,Male,Latino,45,13-04-2007,"$1,89,680",23%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Gabriel Carter,Test Engineer,Engineering,Manufacturing,Male,Caucasian,57,18-07-2018,"$71,167.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Leilani Baker,Technical Architect,IT,Speciality Products,Female,Caucasian,59,04-04-2010,"$76,027.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Ian Flores,Director,Engineering,Corporate,Male,Latino,48,12-10-2019,"$1,83,113",24%,Brazil,Rio de Janerio,,NO,,,,,,,,,,,
Hudson Thompson,Analyst II,Accounting,Manufacturing,Male,Black,30,20-10-2020,"$67,753.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Ian Miller,Computer Systems Manager,IT,Corporate,Male,Black,31,13-10-2016,"$63,744.00",8%,United States,Austin,,NO,,,,,,,,,,,
Harper Chin,Quality Engineer,Engineering,Manufacturing,Female,Asian,50,07-09-2002,"$92,209.00",0%,China,Shanghai,,NO,,,,,,,,,,,
Santiago f Brooks,Sr. Manger,Sales,Corporate,Male,Black,51,09-01-2000,"$1,57,487",12%,United States,Phoenix,,NO,,,,,,,,,,,
Dylan Dominguez,Sr. Analyst,Marketing,Research & Development,Male,Latino,42,04-07-2015,"$99,697.00",0%,Brazil,Rio de Janerio,,NO,,,,,,,,,,,
Everett Lee,Network Administrator,IT,Research & Development,Male,Asian,45,26-02-2010,"$90,770.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Madelyn Mehta,Analyst,Sales,Speciality Products,Female,Asian,64,28-01-2005,"$55,369.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Athena Vasquez,Field Engineer,Engineering,Speciality Products,Female,Latino,59,16-09-2014,"$69,578.00",0%,Brazil,Rio de Janerio,,NO,,,,,,,,,,,
William Watson,Director,Accounting,Speciality Products,Male,Caucasian,41,06-04-2013,"$1,67,526",26%,United States,Miami,,NO,,,,,,,,,,,
Everleigh Nunez,Field Engineer,Engineering,Speciality Products,Female,Latino,42,02-05-2021,"$65,507.00",0%,Brazil,Manaus,,NO,,,,,,,,,,,
Leo Fernandez,Manager,Finance,Research & Development,Male,Latino,54,28-04-1998,"$1,08,268",9%,Brazil,Sao Paulo,15-05-2004, YES,,,,,,,,,,,
Joshua Lin,Technical Architect,IT,Research & Development,Male,Asian,37,02-05-2016,"$80,055.00",0%,China,Beijing,,NO,,,,,,,,,,,
Alexander Rivera,Sr. Analyst,Sales,Research & Development,Male,Latino,58,27-04-2009,"$76,802.00",0%,Brazil,Manaus,,NO,,,,,,,,,,,
David Desai,Vice President,Sales,Speciality Products,Male,Asian,47,22-11-2016,"$2,53,249",31%,United States,Austin,,NO,,,,,,,,,,,
Aubrey Yoon,Sr. Business Partner,Human Resources,Research & Development,Female,Asian,60,11-11-2005,"$78,388.00",0%,China,Chongqing,,NO,,,,,,,,,,,
Grayson Brown,Vice President,IT,Corporate,Male,Caucasian,38,22-06-2016,"$2,49,870",34%,United States,Chicago,,NO,,,,,,,,,,,
Noah Chen,Sr. Manger,Marketing,Manufacturing,Male,Asian,63,03-01-2015,"$1,48,321",15%,China,Beijing,,NO,,,,,,,,,,,
Ella Nguyen,Service Desk Analyst,IT,Corporate,Female,Asian,60,02-10-2004,"$90,258.00",0%,China,Chongqing,,NO,,,,,,,,,,,
Athena Jordan,System Administrator,IT,Manufacturing,Female,Black,42,19-02-2011,"$72,486.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Adrian Ruiz,Sr. Analyst,Finance,Corporate,Male,Latino,34,09-04-2014,"$95,499.00",0%,Brazil,Sao Paulo,08-11-2017, YES,,,,,,,,,,,
Zoe Sanchez,Sr. Analyst,Accounting,Research & Development,Female,Latino,53,23-12-2004,"$90,212.00",0%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Jameson Chen,Vice President,Marketing,Research & Development,Male,Asian,39,12-05-2019,"$2,54,057",39%,China,Shanghai,,NO,,,,,,,,,,,
Liliana Soto,Business Partner,Human Resources,Manufacturing,Female,Latino,58,10-12-2010,"$43,001.00",0%,United States,Austin,,NO,,,,,,,,,,,
Lincoln Reyes,Computer Systems Manager,IT,Manufacturing,Male,Latino,60,08-03-1998,"$85,120.00",9%,United States,Seattle,,NO,,,,,,,,,,,
Grayson Soto,Business Partner,Human Resources,Manufacturing,Male,Latino,34,08-03-2015,"$52,200.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Julia Morris,Sr. Manger,Human Resources,Corporate,Female,Caucasian,60,18-10-2008,"$1,50,855",11%,United States,Phoenix,,NO,,,,,,,,,,,
Ava Ortiz,Enterprise Architect,IT,Manufacturing,Female,Latino,53,20-07-2004,"$65,702.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Carson Chau,Director,Finance,Corporate,Male,Asian,58,10-12-2007,"$1,62,038",24%,China,Chongqing,,NO,,,,,,,,,,,
Lillian Chen,Sr. Manger,Marketing,Research & Development,Female,Asian,25,04-09-2020,"$1,57,057",10%,United States,Columbus,,NO,,,,,,,,,,,
Josiah Lewis,Manager,IT,Research & Development,Male,Caucasian,46,08-11-2021,"$1,27,559",10%,United States,Austin,,NO,,,,,,,,,,,
Claire Jones,Field Engineer,Engineering,Corporate,Female,Caucasian,39,03-12-2019,"$62,644.00",0%,United States,Seattle,,NO,,,,,,,,,,,
Jeremiah Lu,Network Architect,IT,Manufacturing,Male,Asian,50,03-06-2001,"$73,907.00",0%,China,Shanghai,,NO,,,,,,,,,,,
Nova Hill,Sr. Analyst,Accounting,Manufacturing,Female,Caucasian,56,03-10-2018,"$90,040.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Peyton Cruz,Development Engineer,Engineering,Manufacturing,Female,Latino,30,26-05-2016,"$91,134.00",0%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Naomi Zhao,Vice President,Human Resources,Speciality Products,Female,Asian,45,22-09-2021,"$2,01,396",32%,United States,Miami,,NO,,,,,,,,,,,
Rylee Bui,Analyst,Accounting,Corporate,Female,Asian,55,22-12-2011,"$54,733.00",0%,China,Chongqing,,NO,,,,,,,,,,,
Andrew Reed,System Administrator,IT,Corporate,Male,Black,28,17-06-2019,"$65,341.00",0%,United States,Miami,04-11-2022, YES,,,,,,,,,,,
Brooklyn Collins,Sr. Manger,Finance,Corporate,Female,Black,59,27-10-2018,"$1,39,208",11%,United States,Austin,,NO,,,,,,,,,,,
John Jung,Sr. Analyst,Sales,Speciality Products,Male,Asian,63,03-12-2018,"$73,200.00",0%,China,Shanghai,,NO,,,,,,,,,,,
Samantha Aguilar,Manager,Accounting,Speciality Products,Female,Latino,46,24-04-2010,"$1,02,636",6%,United States,Seattle,,NO,,,,,,,,,,,
Madeline Acosta,Sr. Account Representative,Sales,Speciality Products,Female,Latino,26,02-09-2021,"$87,427.00",0%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Ethan Joseph,IT Coordinator,IT,Research & Development,Male,Caucasian,45,28-05-2018,"$49,219.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Miles Mehta,Manager,Finance,Manufacturing,Male,Asian,50,19-05-2018,"$1,06,437",7%,China,Chongqing,,NO,,,,,,,,,,,
Joshua Juarez,Analyst II,Finance,Manufacturing,Male,Latino,46,05-05-2015,"$64,364.00",0%,Brazil,Sao Paulo,,NO,,,,,,,,,,,
Matthew Howard,Director,Human Resources,Manufacturing,Male,Caucasian,50,17-10-2021,"$1,72,180",30%,United States,Columbus,,NO,,,,,,,,,,,
Jade Figueroa,Sr. Analyst,Sales,Manufacturing,Female,Latino,33,14-05-2012,"$88,343.00",0%,Brazil,Rio de Janerio,,NO,,,,,,,,,,,
Everett Morales,Solutions Architect,IT,Speciality Products,Male,Latino,57,07-10-2014,"$66,649.00",0%,Brazil,Rio de Janerio,,NO,,,,,,,,,,,
Genesis Hunter,Manager,Finance,Corporate,Female,Caucasian,48,22-04-1999,"$1,02,847",5%,United States,Chicago,,NO,,,,,,,,,,,
Henry Figueroa,Sr. Manger,Finance,Manufacturing,Male,Latino,46,19-07-2010,"$1,34,881",15%,Brazil,Manaus,,NO,,,,,,,,,,,
Nicholas Song,Analyst II,Marketing,Manufacturing,Male,Asian,52,23-05-1999,"$68,807.00",0%,China,Chengdu,30-11-2015, YES,,,,,,,,,,,
Jack Alexander,Vice President,IT,Manufacturing,Male,Caucasian,56,29-05-2006,"$2,28,822",36%,United States,Miami,,NO,,,,,,,,,,,
Jameson Foster,Analyst,Marketing,Manufacturing,Male,Caucasian,28,18-07-2021,"$43,391.00",0%,United States,Columbus,,NO,,,,,,,,,,,
Leonardo Lo,Quality Engineer,Engineering,Speciality Products,Male,Asian,29,15-11-2021,"$91,782.00",0%,China,Chongqing,,NO,,,,,,,,,,,
Ella Huang,Vice President,Marketing,Corporate,Female,Asian,45,28-02-2016,"$2,11,637",31%,United States,Chicago,,NO,,,,,,,,,,,
Liam Jordan,Computer Systems Manager,IT,Manufacturing,Male,Caucasian,28,08-08-2020,"$73,255.00",9%,United States,Phoenix,,NO,,,,,,,,,,,
Isaac Woods,Manager,Sales,Corporate,Male,Caucasian,28,01-08-2021,"$1,08,826",10%,United States,Miami,,NO,,,,,,,,,,,
Luke Wilson,Solutions Architect,IT,Speciality Products,Male,Caucasian,34,24-05-2016,"$94,352.00",0%,United States,Miami,,NO,,,,,,,,,,,
Lyla Alvarez,IT Systems Architect,IT,Research & Development,Female,Latino,55,30-08-1994,"$73,955.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Caleb Flores,Manager,Human Resources,Manufacturing,Male,Latino,34,13-08-2013,"$1,13,909",6%,Brazil,Rio de Janerio,,NO,,,,,,,,,,,
Angel Lin,Network Administrator,IT,Manufacturing,Male,Asian,27,24-12-2020,"$92,321.00",0%,United States,Chicago,,NO,,,,,,,,,,,
Easton Moore,Computer Systems Manager,IT,Research & Development,Male,Caucasian,52,23-05-2013,"$99,557.00",9%,United States,Seattle,,NO,,,,,,,,,,,
Kinsley Collins,Automation Engineer,Engineering,Speciality Products,Female,Caucasian,28,14-11-2018,"$1,15,854",0%,United States,Phoenix,,NO,,,,,,,,,,,
Brooklyn Salazar,IT Systems Architect,IT,Manufacturing,Female,Latino,44,03-01-2011,"$82,462.00",0%,United States,Austin,,NO,,,,,,,,,,,
Scarlett Jenkins,Vice President,IT,Research & Development,Female,Caucasian,53,11-09-2011,"$1,98,473",32%,United States,Miami,,NO,,,,,,,,,,,
Melody Chin,Sr. Manger,Finance,Corporate,Female,Asian,43,15-10-2006,"$1,53,492",11%,United States,Chicago,,NO,,,,,,,,,,,
Eloise Alexander,Vice President,Human Resources,Corporate,Female,Black,28,21-01-2018,"$2,08,210",30%,United States,Seattle,,NO,,,,,,,,,,,
Carter Turner,Sr. Analyst,Marketing,Corporate,Male,Caucasian,33,17-11-2015,"$91,632.00",0%,United States,Phoenix,,NO,,,,,,,,,,,
Andrew Ma,HRIS Analyst,Human Resources,Corporate,Male,Asian,31,24-09-2017,"$71,755.00",0%,China,Chongqing,,NO,,,,,,,,,,,
Hailey Xi,Manager,Accounting,Corporate,Female,Asian,52,19-11-2021,"$1,11,006",8%,China,Chongqing,,NO,,,,,,,,,,,
